occurrence_id,word,source_type,cue_index,paragraph_clip_index,sentence_clip_index,word_index_in_sentence,sentence_segment_start_main,sentence_segment_end_main,paragraph_segment_start_main,paragraph_segment_end_main,main_video_start,main_video_end,relative_sentence_clip_start,relative_sentence_clip_end,relative_paragraph_clip_start,relative_paragraph_clip_end,sentence_clip_src,paragraph_clip_src,timing_status,sentence_text,paragraph_text,notes
515,respectful,paragraph,9,9,37,1,412.6364,423.3636,359,477,413.1472,413.658,0.5108,1.0216,54.1472,54.658,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
516,suggestions,paragraph,9,9,37,2,412.6364,423.3636,359,477,413.658,414.1688,1.0216,1.5324,54.658,55.1688,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
517,no,paragraph,9,9,37,3,412.6364,423.3636,359,477,414.1688,414.6797,1.5324,2.0433,55.1688,55.6797,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
518,one,paragraph,9,9,37,4,412.6364,423.3636,359,477,414.6797,415.1905,2.0433,2.5541,55.6797,56.1905,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
519,should,paragraph,9,9,37,5,412.6364,423.3636,359,477,415.1905,415.7013,2.5541,3.0649,56.1905,56.7013,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
520,be,paragraph,9,9,37,6,412.6364,423.3636,359,477,415.7013,416.2121,3.0649,3.5757,56.7013,57.2121,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
521,hurried,paragraph,9,9,37,7,412.6364,423.3636,359,477,416.2121,416.7229,3.5757,4.0865,57.2121,57.7229,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
522,along,paragraph,9,9,37,8,412.6364,423.3636,359,477,416.7229,417.2338,4.0865,4.5974,57.7229,58.2338,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
523,no,paragraph,9,9,37,9,412.6364,423.3636,359,477,417.2338,417.7446,4.5974,5.1082,58.2338,58.7446,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
524,one,paragraph,9,9,37,10,412.6364,423.3636,359,477,417.7446,418.2554,5.1082,5.619,58.7446,59.2554,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
525,should,paragraph,9,9,37,11,412.6364,423.3636,359,477,418.2554,418.7662,5.619,6.1298,59.2554,59.7662,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
526,touch,paragraph,9,9,37,12,412.6364,423.3636,359,477,418.7662,419.2771,6.1298,6.6407,59.7662,60.2771,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
527,people,paragraph,9,9,37,13,412.6364,423.3636,359,477,419.2771,419.7879,6.6407,7.1515,60.2771,60.7879,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
528,or,paragraph,9,9,37,14,412.6364,423.3636,359,477,419.7879,420.2987,7.1515,7.6623,60.7879,61.2987,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
529,their,paragraph,9,9,37,15,412.6364,423.3636,359,477,420.2987,420.8095,7.6623,8.1731,61.2987,61.8095,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
530,mobility,paragraph,9,9,37,16,412.6364,423.3636,359,477,420.8095,421.3203,8.1731,8.6839,61.8095,62.3203,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
531,devices,paragraph,9,9,37,17,412.6364,423.3636,359,477,421.3203,421.8312,8.6839,9.1948,62.3203,62.8312,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
532,without,paragraph,9,9,37,18,412.6364,423.3636,359,477,421.8312,422.342,9.1948,9.7056,62.8312,63.342,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
533,their,paragraph,9,9,37,19,412.6364,423.3636,359,477,422.342,422.8528,9.7056,10.2164,63.342,63.8528,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
534,consent,paragraph,9,9,37,20,412.6364,423.3636,359,477,422.8528,423.3636,10.2164,10.7272,63.8528,64.3636,segments/sentences/sent_37.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
535,organize,paragraph,9,9,38,0,423.3636,434.0909,359,477,423.3636,424.1299,0,0.7663,64.3636,65.1299,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
536,cars,paragraph,9,9,38,1,423.3636,434.0909,359,477,424.1299,424.8961,0.7663,1.5325,65.1299,65.8961,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
537,or,paragraph,9,9,38,2,423.3636,434.0909,359,477,424.8961,425.6623,1.5325,2.2987,65.8961,66.6623,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
538,vans,paragraph,9,9,38,3,423.3636,434.0909,359,477,425.6623,426.4286,2.2987,3.065,66.6623,67.4286,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
539,to,paragraph,9,9,38,4,423.3636,434.0909,359,477,426.4286,427.1948,3.065,3.8312,67.4286,68.1948,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
540,drive,paragraph,9,9,38,5,423.3636,434.0909,359,477,427.1948,427.961,3.8312,4.5974,68.1948,68.961,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
541,elders,paragraph,9,9,38,6,423.3636,434.0909,359,477,427.961,428.7273,4.5974,5.3637,68.961,69.7273,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
542,and,paragraph,9,9,38,7,423.3636,434.0909,359,477,428.7273,429.4935,5.3637,6.1299,69.7273,70.4935,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
543,people,paragraph,9,9,38,8,423.3636,434.0909,359,477,429.4935,430.2597,6.1299,6.8961,70.4935,71.2597,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
544,with,paragraph,9,9,38,9,423.3636,434.0909,359,477,430.2597,431.026,6.8961,7.6624,71.2597,72.026,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
545,disabilities,paragraph,9,9,38,10,423.3636,434.0909,359,477,431.026,431.7922,7.6624,8.4286,72.026,72.7922,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
546,along,paragraph,9,9,38,11,423.3636,434.0909,359,477,431.7922,432.5584,8.4286,9.1948,72.7922,73.5584,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
547,the,paragraph,9,9,38,12,423.3636,434.0909,359,477,432.5584,433.3247,9.1948,9.9611,73.5584,74.3247,segments/sentences/sent_38.mp4,segments/paragraphs/para_9.mp4,estimated-needs-review,Organize cars or vans to drive elders and people with disabilities along the route.,"Station people at the back of the march who are responsible for making sure that nobody gets left behind. Give a verbal description of the march route beforehand. Announce the destination and distance of the route. This lets folks choose to meet the march at its destination. DO NOT “direct” folks with mobility impairments to where you think they should be. Offer respectful suggestions; no one should be hurried along; no one should touch people or their mobility devices without their consent. Organize cars or vans to drive elders and people with disabilities along the route. Include these vehicles as part of the march, if possible. Provide seating at the destination. Have a team whose sole focus is the safety of the participants. Involve police liaisons.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
